ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
1038346;2НДФЛ;Покупка недвижимости/ строительство;0;0.55;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;136;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038366;2НДФЛ;Ремонт;1;0.59;женский;0;0;среднее-специальное;рабочий;>250;0;143;57;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038386;Поступление зарплаты на счет;Покупка автомобиля;1;0.35;женский;0;0;второе высшее;специалист;>250;0;8;30;Другое;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;1;0;15;1;0;0;21;21;0;0;0;0;0;0;0
1038406;Поступление зарплаты на счет;Ремонт;0;0.21;женский;1;0;высшее;менеджер среднего звена;< 50;0;40;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038426;Форма банка (без печати работодателя);Ремонт;1;0.13;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038446;Поступление зарплаты на счет;Ремонт;0;0.35;женский;2;0;высшее;торговый представитель;>250;0;26;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038466;2НДФЛ;Обучение;1;0.34;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038486;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;1;0;среднее;менеджер среднего звена;>250;0;130;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038506;2НДФЛ;Покупка автомобиля;0;0.35;мужской;1;0;ученая степень;специалист;>250;0;36;29;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038526;Форма банка (без печати работодателя);Покупка автомобиля;1;0.32;мужской;1;0;высшее;менеджер среднего звена;>250;0;65;39;Другое;ООО;повторный брак;0;0;0;0;0;0;0;1;0;0;0.5;1;1;40;2;0;1;4;37;0;0;0;0;0;0;0
1038546;Форма банка (без печати работодателя);Ремонт;1;0.55;женский;1;0;высшее;специалист;>250;0;20;28;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0952380952;0;0;0;0;0.2;2;8;152;10;1;2;18;75;1;0;0;0;0;0;0
1038566;2НДФЛ;Покупка недвижимости/ строительство;1;0.12;женский;0;0;высшее;менеджер высшего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038586;Форма банка (без печати работодателя);Ремонт;0;0.32;мужской;0;0;незаконченное высшее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038606;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038626;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;2;0;среднее-специальное;специалист;< 50;0;111;35;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;3;3;103;6;2;1;19;89;0;0;0;0;0;0;0
1038646;2НДФЛ;Ремонт;0;0.55;женский;0;0;высшее;специалист;>250;3;35;25;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038666;2НДФЛ;Другое;1;0.5;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038686;Форма банка (без печати работодателя);Отпуск;1;0.11;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038706;Поступление зарплаты на счет;Ремонт;0;0.32;мужской;0;0;высшее;менеджер по продажам;>250;0;53;29;Торговля;ОАО;холост / не замужем;1;1;0;0;0;0;0;0;0;0;0.25;1;3;58;4;1;0;15;39;0;0;0;0;0;0;0
1038726;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.44;женский;1;0;высшее;менеджер высшего звена;>250;0;38;26;Торговля;ООО;разведен / разведена;1;1;1;0;0;0;0;0;0;0;0.5;1;1;7;2;0;1;8;8;0;0;0;0;0;0;0
1038746;Поступление зарплаты на счет;Ремонт;0;0.27;мужской;0;0;высшее;специалист;>250;1;126;33;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0331125828;0;0;0;0;0.125;1;7;146;8;0;5;9;65;1;1;0;0;0;0;0
1038766;Свободная форма с печатью работодателя;Ремонт;1;0.46;женский;0;0;высшее;специалист;< 50;1;15;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038786;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.27;женский;0;0;высшее;менеджер среднего звена;>250;0;52;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038806;Форма банка (без печати работодателя);Ремонт;0;0.29;мужской;2;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038826;Свободная форма с печатью работодателя;Ремонт;1;0.59;женский;1;0;второе высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038846;Поступление зарплаты на счет;Покупка мебели;1;0.4;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;12;28;Торговля;ООО;женат / замужем;2;1;1;1;1;0;0;2;0;0;0.6666666667;2;1;17;3;1;0;4;27;0;0;0;0;0;0;0
1038866;2НДФЛ;Ремонт;1;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;233;44;Информационные технологии;ЗАО;женат / замужем;1;1;1;1;1;0.1479289941;0;0;0;0;0;0;11;144;11;0;0;12;88;1;1;1;1;0;0;0
1038886;Поступление зарплаты на счет;Отпуск;0;0.3;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038906;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.36;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;191;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038926;2НДФЛ;Ремонт;0;0.4;мужской;1;0;незаконченное высшее;специалист;>250;0;60;34;Торговля;Государственное предприятие;женат / замужем;2;1;0;0;0;0.0472440945;0;0;0;0;0.4;4;6;121;10;3;2;9;85;1;0;0;0;0;0;0
1038946;;Покупка автомобиля;0;;мужской;0;0;высшее;другое;;1;52;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038966;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;3;0;высшее;менеджер среднего звена;< 50;0;86;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038986;Поступление зарплаты на счет;Ремонт;0;0.15;мужской;0;0;высшее;специалист;>250;0;35;33;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0.2;1;4;33;5;1;1;8;30;0;0;0;0;0;0;0
1039006;Поступление зарплаты на счет;Ремонт;1;0.31;мужской;0;0;высшее;специалист;>250;0;41;40;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;2;2;50;4;0;0;17;76;0;0;0;0;0;0;0
1039026;Поступление зарплаты на счет;Покупка мебели;1;0.46;мужской;0;0;высшее;специалист;>250;0;23;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039046;Форма банка (без печати работодателя);Ремонт;0;0.22;мужской;2;0;высшее;специалист;>250;0;105;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039066;2НДФЛ;Обучение;1;0.26;мужской;0;0;высшее;специалист;>250;0;8;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039086;2НДФЛ;Покупка недвижимости/ строительство;1;0.24;мужской;1;0;высшее;менеджер среднего звена;>250;0;9;39;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039106;Поступление зарплаты на счет;Отпуск;1;0.42;мужской;2;0;высшее;менеджер высшего звена;< 50;0;79;28;Торговля;ЗАО;женат / замужем;2;0;0;0;0;0.0107526882;1;1;1;0;0.2727272727;3;8;92;11;2;5;2;84;1;0;0;0;0;0;0
1039126;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;высшее;менеджер среднего звена;>250;0;10;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039146;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;0;328;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039166;2НДФЛ;Ремонт;0;0.29;женский;0;0;ученая степень;менеджер среднего звена;>250;3;16;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039186;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;24;52;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;0.4166666667;5;7;178;12;2;1;5;50;0;0;0;0;0;0;0
1039206;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039226;Поступление зарплаты на счет;Ремонт;1;0.46;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;23;31;Торговля;ООО;разведен / разведена;1;1;0;0;0;0;0;0;0;0;0.5;2;2;25;4;1;0;12;93;0;0;0;0;0;0;0
1039246;Форма банка (без печати работодателя);Ремонт;0;0.2;женский;0;0;высшее;вспомогательный персонал;>250;0;26;43;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039266;Свободная форма с печатью работодателя;Ремонт;1;0.35;женский;0;0;высшее;специалист;< 50;0;30;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039286;2НДФЛ;Покупка недвижимости/ строительство;1;0.2;мужской;2;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039306;2НДФЛ;Ремонт;0;0.25;женский;3;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039326;2НДФЛ;Ремонт;1;0.25;мужской;0;0;высшее;менеджер среднего звена;>250;0;30;29;Торговля;ЗАО;женат / замужем;6;1;1;1;1;0;1;0;0;0;0.25;1;3;29;4;0;0;1;35;0;0;0;0;0;0;0
1039346;2НДФЛ;Покупка недвижимости/ строительство;0;0.32;мужской;0;0;среднее-специальное;рабочий;>250;1;18;49;Другое;ЗАО;женат / замужем;2;1;1;0;0;0;0;0;0;0;0.3333333333;1;2;33;3;0;0;8;65;0;0;0;0;0;0;0
1039366;Свободная форма с печатью работодателя;Ремонт;1;0.29;женский;1;0;высшее;менеджер среднего звена;>250;0;7;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039386;Поступление зарплаты на счет;Ремонт;1;0.16;мужской;0;0;среднее;рабочий;>250;0;66;43;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039406;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.18;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;13;35;Торговля;ООО;женат / замужем;2;2;1;1;1;0.0625;0;0;0;0;0.3333333333;1;2;60;3;0;1;6;79;1;0;0;0;0;0;0
1039426;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.29;женский;2;0;высшее;торговый представитель;>250;0;73;36;Другое;ООО;женат / замужем;1;0;0;0;0;0.28;0;0;0;0;0.3333333333;1;2;36;3;0;0;18;41;1;0;0;0;0;0;0
1039446;Форма банка (без печати работодателя);Ремонт;1;0.41;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039466;Поступление зарплаты на счет;Ремонт;0;0.52;мужской;1;0;высшее;рабочий;>250;0;37;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039486;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;6;26;Информационные технологии;ООО;холост / не замужем;3;3;3;3;2;0;0;0;0;0;1;3;0;35;3;2;0;10;17;0;0;0;0;0;0;0
1039506;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.58;мужской;0;0;незаконченное высшее;специалист;>250;0;39;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039526;2НДФЛ;Ремонт;1;0.29;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039546;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.49;женский;0;0;среднее;менеджер среднего звена;>250;0;49;46;Торговля;ЗАО;женат / замужем;3;3;3;3;3;0.0337837838;0;0;0;0;0.5714285714;4;3;143;7;2;0;12;66;1;0;0;0;0;0;0
1039566;2НДФЛ;Ремонт;1;0.24;женский;0;0;среднее-специальное;вспомогательный персонал;>250;1;144;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039586;2НДФЛ;Покупка автомобиля;1;0.45;женский;1;0;среднее-специальное;специалист;>250;0;83;44;Другое;ЗАО;женат / замужем;2;2;2;2;2;0;0;0;0;0;0;0;2;36;2;0;0;51;95;0;0;0;0;0;0;0
1039606;Поступление зарплаты на счет;Отпуск;1;0.33;мужской;0;0;среднее-специальное;специалист;>250;0;32;26;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1039626;Свободная форма с печатью работодателя;Ремонт;1;0.24;мужской;1;0;незаконченное высшее;менеджер среднего звена;< 50;0;70;46;Торговля;ООО;женат / замужем;4;3;1;1;1;0.0872483221;0;1;1;1;0.5;3;3;136;6;0;0;1;90;1;1;1;0;0;0;0
1039646;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.5;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;50;30;Другое;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.5714285714;4;3;75;7;2;0;10;106;0;0;0;0;0;0;0
1039666;Форма банка (без печати работодателя);Отпуск;1;0.38;мужской;0;0;высшее;менеджер среднего звена;>250;0;168;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039686;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.38;женский;1;0;среднее-специальное;менеджер среднего звена;< 50;0;10;45;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0416666667;1;0;0;0;0;0;3;69;3;0;0;23;87;1;0;0;0;0;0;0
1039706;2НДФЛ;Ремонт;1;0.49;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;15;29;Сельское и лесное хозяйство;ООО;женат / замужем;2;1;1;1;1;0.0707070707;0;1;1;0;0.4545454545;6;5;92;11;5;0;2;49;1;1;0;0;0;0;0
1039726;Поступление зарплаты на счет;Ремонт;0;0.32;женский;0;0;высшее;менеджер по продажам;>250;1;15;25;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1039746;Поступление зарплаты на счет;Ремонт;0;0.24;мужской;0;0;высшее;торговый представитель;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039766;Форма банка (без печати работодателя);Ремонт;0;0.31;мужской;1;0;высшее;менеджер высшего звена;< 50;0;13;35;Торговля;ООО;женат / замужем;2;1;1;1;1;0.0194174757;1;1;0;0;0.6666666667;4;2;101;6;2;0;4;46;1;0;0;0;0;0;0
1039786;Поступление зарплаты на счет;Ремонт;1;0.38;женский;1;0;высшее;специалист;>250;0;10;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039806;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.41;женский;3;0;второе высшее;менеджер среднего звена;>250;0;69;33;Другое;ООО;повторный брак;3;1;1;0;0;0.2065217391;0;2;2;0;0.4285714286;3;4;73;7;2;2;2;78;1;1;1;1;0;0;0
1039826;Форма банка (без печати работодателя);Отпуск;1;0.59;мужской;0;0;второе высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039846;2НДФЛ;Ремонт;1;0.39;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039866;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;2;0;высшее;специалист;< 50;0;35;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039886;2НДФЛ;Ремонт;0;0.18;мужской;0;0;высшее;менеджер среднего звена;>250;3;88;27;Торговля;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1039906;Поступление зарплаты на счет;Ремонт;0;0.4;мужской;1;0;высшее;специалист;>250;0;35;52;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;4;1;0;0;16;16;0;0;0;0;0;0;0
1039926;Форма банка (без печати работодателя);Обучение;1;0.39;женский;1;0;высшее;специалист;>250;0;9;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039946;Поступление зарплаты на счет;Ремонт;0;0.58;женский;1;0;среднее;рабочий;>250;0;21;39;Торговля;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1039966;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;2;0;высшее;менеджер высшего звена;>250;0;34;37;Торговля;ООО;женат / замужем;5;3;2;2;2;0.0153846154;1;2;0;0;0.4444444444;4;5;256;9;2;3;4;95;1;0;0;0;0;0;0
1039986;Форма банка (без печати работодателя);Покупка автомобиля;0;0.2;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040006;Поступление зарплаты на счет;Другое;0;0.48;женский;0;0;высшее;специалист;>250;3;28;32;Информационные технологии;ООО;холост / не замужем;4;0;0;0;0;0.1767955801;0;2;2;1;0.4285714286;3;4;149;7;2;2;1;97;1;1;1;1;0;0;0
1040026;2НДФЛ;Ремонт;1;0.54;женский;2;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040046;2НДФЛ;Ремонт;1;0.56;женский;1;0;среднее-специальное;специалист;>250;3;142;50;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040066;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.55;мужской;0;0;высшее;торговый представитель;>250;0;40;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;16;3;1;0;9;57;0;0;0;0;0;0;0
1040086;Поступление зарплаты на счет;Покупка автомобиля;0;0.52;мужской;1;0;высшее;менеджер среднего звена;>250;0;39;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040106;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;< 50;0;31;37;Торговля;ООО;женат / замужем;4;3;3;2;0;0;0;0;0;0;0.4444444444;4;5;140;9;2;0;6;60;0;0;0;0;0;0;0
1040126;Форма банка (без печати работодателя);Покупка мебели;1;0.46;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040146;2НДФЛ;Ремонт;0;0.48;мужской;0;0;высшее;рабочий;>250;0;26;29;Другое;ООО;холост / не замужем;2;2;1;1;1;0;0;0;0;0;0.6666666667;2;1;38;3;1;0;9;23;0;0;0;0;0;0;0
1040166;2НДФЛ;Ремонт;0;0.34;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;8;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040186;Форма банка (без печати работодателя);Покупка мебели;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;154;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040206;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040226;Поступление зарплаты на счет;Ремонт;1;0.56;женский;0;0;высшее;специалист;>250;0;34;29;Информационные технологии;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;15;1;0;0;15;15;0;0;0;0;0;0;0
1040246;Форма банка (без печати работодателя);Покупка автомобиля;1;0.38;мужской;2;0;высшее;менеджер высшего звена;< 50;0;81;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040266;Поступление зарплаты на счет;Обучение;1;0.2;женский;0;0;высшее;специалист;>250;0;44;49;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040286;2НДФЛ;Другое;0;0.51;мужской;1;0;высшее;специалист;>250;3;6;34;Информационные технологии;ООО;разведен / разведена;0;0;0;0;0;0.25;0;0;0;0;1;1;0;12;1;1;0;15;15;1;0;0;0;0;0;0
1040306;2НДФЛ;Ремонт;0;0.18;мужской;2;0;высшее;менеджер высшего звена;>250;0;24;36;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.3105590062;1;0;0;0;0.75;3;1;111;4;1;0;31;70;1;0;0;0;0;0;0
1040326;2НДФЛ;Другое;0;0.48;мужской;2;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040346;Поступление зарплаты на счет;Ремонт;1;0.48;женский;0;0;высшее;специалист;>250;0;8;32;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0;0;1;25;1;0;0;36;36;0;0;0;0;0;0;0
1040366;2НДФЛ;Ремонт;1;0.51;женский;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040386;Свободная форма с печатью работодателя;Ремонт;1;0.43;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040406;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;1;41;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040426;Форма банка (без печати работодателя);Другое;1;0.31;мужской;0;0;высшее;менеджер высшего звена;< 50;0;53;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040446;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.44;мужской;1;0;высшее;специалист;>250;0;65;38;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1040466;Поступление зарплаты на счет;Другое;1;0.35;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040486;Поступление зарплаты на счет;Ремонт;0;0.39;мужской;0;0;высшее;торговый представитель;>250;0;22;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040506;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.54;женский;2;0;высшее;специалист;>250;1;80;35;Торговля;ЗАО;женат / замужем;2;0;0;0;0;0.0222222222;0;0;0;0;0;1;4;132;5;1;2;12;94;1;0;0;0;0;0;0
1040526;Поступление зарплаты на счет;Отпуск;0;0.27;мужской;0;0;высшее;вспомогательный персонал;>250;0;8;25;Торговля;ООО;холост / не замужем;3;2;2;1;1;0.0571428571;0;1;1;0;0.4;2;3;33;5;1;0;2;60;1;1;0;0;0;0;0
1040546;Поступление зарплаты на счет;Другое;1;0.16;мужской;0;0;высшее;менеджер среднего звена;>250;0;9;23;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1040566;Свободная форма с печатью работодателя;Ремонт;0;0.4;женский;1;0;высшее;менеджер высшего звена;< 50;0;14;41;Торговля;ООО;женат / замужем;4;3;3;2;2;0;0;0;0;0;0;0;1;25;1;0;0;61;61;0;0;0;0;0;0;0
1040586;Поступление зарплаты на счет;Лечение;0;0.1;мужской;0;0;высшее;специалист;>250;0;128;42;Информационные технологии;ОАО;повторный брак;1;1;0;0;0;0;0;1;0;0;0.3333333333;1;2;12;3;1;1;5;103;0;0;0;0;0;0;0
1040606;Поступление зарплаты на счет;Другое;0;0.57;женский;0;0;среднее;вспомогательный персонал;>250;0;37;54;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0757575758;1;0;0;0;0.8;4;1;61;5;3;0;7;98;1;1;1;1;0;0;0
1040626;Поступление зарплаты на счет;Покупка автомобиля;0;0.59;женский;1;0;среднее-специальное;рабочий;>250;0;98;43;Другое;ЗАО;женат / замужем;1;0;0;0;0;0.1212121212;0;0;0;0;0.3333333333;1;2;29;3;1;1;2;108;1;1;1;1;0;0;0
1040646;2НДФЛ;Покупка автомобиля;0;0.55;женский;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040666;2НДФЛ;Покупка недвижимости/ строительство;0;0.35;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040686;Форма банка (без печати работодателя);Ремонт;1;0.05;мужской;1;0;высшее;вспомогательный персонал;>250;0;122;37;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;1;0;0;0.5;2;2;25;4;2;0;2;112;0;0;0;0;0;0;0
1040706;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.36;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;76;48;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;86;3;1;0;38;45;0;0;0;0;0;0;0
1040726;Форма банка (без печати работодателя);Ремонт;0;0.26;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;110;26;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040746;Поступление зарплаты на счет;Ремонт;0;0.59;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;90;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040766;Поступление зарплаты на счет;Покупка автомобиля;1;0.39;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;151;42;Информационные технологии;ОАО;женат / замужем;0;0;0;0;0;0;0;1;1;1;1;2;0;26;2;0;0;0;26;0;0;0;0;0;0;0
1040786;Поступление зарплаты на счет;Другое;1;0.42;мужской;0;0;среднее;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040806;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;1;0;высшее;специалист;>250;0;144;54;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040826;Свободная форма с печатью работодателя;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;1;27;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040846;Поступление зарплаты на счет;Ремонт;1;0.1;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
